county,stname,ctyname,variable,value,year.label
000,Maryland,Maryland,rbirth2014,12.24655818,2014
001,Maryland,Allegany County,rbirth2014,9.6880052943,2014
003,Maryland,Anne Arundel County,rbirth2014,12.325031454,2014
005,Maryland,Baltimore County,rbirth2014,11.961798009,2014
009,Maryland,Calvert County,rbirth2014,10.056193123,2014
011,Maryland,Caroline County,rbirth2014,11.19941088,2014
013,Maryland,Carroll County,rbirth2014,9.3986535771,2014
015,Maryland,Cecil County,rbirth2014,10.397271819,2014
017,Maryland,Charles County,rbirth2014,11.784171818,2014
019,Maryland,Dorchester County,rbirth2014,12.266732253,2014
021,Maryland,Frederick County,rbirth2014,11.49909196,2014
023,Maryland,Garrett County,rbirth2014,9.6623219768,2014
025,Maryland,Harford County,rbirth2014,10.669942315,2014
027,Maryland,Howard County,rbirth2014,11.31381422,2014
029,Maryland,Kent County,rbirth2014,8.1348053457,2014
031,Maryland,Montgomery County,rbirth2014,12.893297239,2014
033,Maryland,Prince George's County,rbirth2014,13.474241899,2014
035,Maryland,Queen Anne's County,rbirth2014,9.8027127004,2014
037,Maryland,St. Mary's County,rbirth2014,12.694269783,2014
039,Maryland,Somerset County,rbirth2014,10.128645439,2014
041,Maryland,Talbot County,rbirth2014,9.2274649661,2014
043,Maryland,Washington County,rbirth2014,11.890462802,2014
045,Maryland,Wicomico County,rbirth2014,11.97717315,2014
047,Maryland,Worcester County,rbirth2014,8.4947925758,2014
510,Maryland,Baltimore city,rbirth2014,14.039121367,2014
000,Maryland,Maryland,rbirth2015,12.416698633,2015
001,Maryland,Allegany County,rbirth2015,8.7303824182,2015
003,Maryland,Anne Arundel County,rbirth2015,12.400362182,2015
005,Maryland,Baltimore County,rbirth2015,12.188974491,2015
009,Maryland,Calvert County,rbirth2015,9.734107495,2015
011,Maryland,Caroline County,rbirth2015,12.683106593,2015
013,Maryland,Carroll County,rbirth2015,9.9446853042,2015
015,Maryland,Cecil County,rbirth2015,9.950200128,2015
017,Maryland,Charles County,rbirth2015,12.261945076,2015
019,Maryland,Dorchester County,rbirth2015,11.710504014,2015
021,Maryland,Frederick County,rbirth2015,11.577566214,2015
023,Maryland,Garrett County,rbirth2015,9.647281836,2015
025,Maryland,Harford County,rbirth2015,11.3044402,2015
027,Maryland,Howard County,rbirth2015,11.787590529,2015
029,Maryland,Kent County,rbirth2015,8.0032418195,2015
031,Maryland,Montgomery County,rbirth2015,12.794649087,2015
033,Maryland,Prince George's County,rbirth2015,13.846290222,2015
035,Maryland,Queen Anne's County,rbirth2015,8.9585208214,2015
037,Maryland,St. Mary's County,rbirth2015,13.726226963,2015
039,Maryland,Somerset County,rbirth2015,9.5979399544,2015
041,Maryland,Talbot County,rbirth2015,8.4330758043,2015
043,Maryland,Washington County,rbirth2015,11.664251985,2015
045,Maryland,Wicomico County,rbirth2015,11.822727989,2015
047,Maryland,Worcester County,rbirth2015,8.5051020904,2015
510,Maryland,Baltimore city,rbirth2015,14.34175289,2015
000,Maryland,Maryland,rbirth2016,12.239929436,2016
001,Maryland,Allegany County,rbirth2016,9.0231599051,2016
003,Maryland,Anne Arundel County,rbirth2016,12.312947602,2016
005,Maryland,Baltimore County,rbirth2016,11.949855291,2016
009,Maryland,Calvert County,rbirth2016,10.104905893,2016
011,Maryland,Caroline County,rbirth2016,11.921683709,2016
013,Maryland,Carroll County,rbirth2016,10.238060333,2016
015,Maryland,Cecil County,rbirth2016,11.142278703,2016
017,Maryland,Charles County,rbirth2016,11.705023193,2016
019,Maryland,Dorchester County,rbirth2016,11.783808861,2016
021,Maryland,Frederick County,rbirth2016,11.492105017,2016
023,Maryland,Garrett County,rbirth2016,10.305070911,2016
025,Maryland,Harford County,rbirth2016,10.853085309,2016
027,Maryland,Howard County,rbirth2016,11.402272162,2016
029,Maryland,Kent County,rbirth2016,7.8222222222,2016
031,Maryland,Montgomery County,rbirth2016,12.654279473,2016
033,Maryland,Prince George's County,rbirth2016,13.611030857,2016
035,Maryland,Queen Anne's County,rbirth2016,9.8098200173,2016
037,Maryland,St. Mary's County,rbirth2016,12.889954818,2016
039,Maryland,Somerset County,rbirth2016,9.7824188195,2016
041,Maryland,Talbot County,rbirth2016,8.800998162,2016
043,Maryland,Washington County,rbirth2016,11.366184597,2016
045,Maryland,Wicomico County,rbirth2016,12.150870861,2016
047,Maryland,Worcester County,rbirth2016,8.3812190687,2016
510,Maryland,Baltimore city,rbirth2016,13.890156616,2016
000,Maryland,Maryland,rbirth2017,11.993433189,2017
001,Maryland,Allegany County,rbirth2017,8.8398714454,2017
003,Maryland,Anne Arundel County,rbirth2017,12.258866963,2017
005,Maryland,Baltimore County,rbirth2017,11.796871747,2017
009,Maryland,Calvert County,rbirth2017,10.142933117,2017
011,Maryland,Caroline County,rbirth2017,11.25197137,2017
013,Maryland,Carroll County,rbirth2017,9.9064917994,2017
015,Maryland,Cecil County,rbirth2017,11.231354197,2017
017,Maryland,Charles County,rbirth2017,11.439863378,2017
019,Maryland,Dorchester County,rbirth2017,10.868552619,2017
021,Maryland,Frederick County,rbirth2017,11.180630411,2017
023,Maryland,Garrett County,rbirth2017,9.9263200982,2017
025,Maryland,Harford County,rbirth2017,10.440994642,2017
027,Maryland,Howard County,rbirth2017,11.077287466,2017
029,Maryland,Kent County,rbirth2017,7.8774393207,2017
031,Maryland,Montgomery County,rbirth2017,12.313208257,2017
033,Maryland,Prince George's County,rbirth2017,13.512115107,2017
035,Maryland,Queen Anne's County,rbirth2017,10.208525334,2017
037,Maryland,St. Mary's County,rbirth2017,12.244424414,2017
039,Maryland,Somerset County,rbirth2017,9.4685990338,2017
041,Maryland,Talbot County,rbirth2017,9.3333153501,2017
043,Maryland,Washington County,rbirth2017,11.115074695,2017
045,Maryland,Wicomico County,rbirth2017,12.498838625,2017
047,Maryland,Worcester County,rbirth2017,8.2523470646,2017
510,Maryland,Baltimore city,rbirth2017,13.282314451,2017
000,Maryland,Maryland,rbirth2018,11.771843122,2018
001,Maryland,Allegany County,rbirth2018,8.625957952,2018
003,Maryland,Anne Arundel County,rbirth2018,11.942946421,2018
005,Maryland,Baltimore County,rbirth2018,11.561621548,2018
009,Maryland,Calvert County,rbirth2018,9.7836045548,2018
011,Maryland,Caroline County,rbirth2018,11.714750346,2018
013,Maryland,Carroll County,rbirth2018,9.8497540537,2018
015,Maryland,Cecil County,rbirth2018,10.7692832,2018
017,Maryland,Charles County,rbirth2018,11.210329206,2018
019,Maryland,Dorchester County,rbirth2018,10.788394681,2018
021,Maryland,Frederick County,rbirth2018,11.022350658,2018
023,Maryland,Garrett County,rbirth2018,9.4824044913,2018
025,Maryland,Harford County,rbirth2018,10.434005606,2018
027,Maryland,Howard County,rbirth2018,10.962229796,2018
029,Maryland,Kent County,rbirth2018,7.5218959299,2018
031,Maryland,Montgomery County,rbirth2018,12.049632261,2018
033,Maryland,Prince George's County,rbirth2018,13.24893062,2018
035,Maryland,Queen Anne's County,rbirth2018,10.108288797,2018
037,Maryland,St. Mary's County,rbirth2018,12.129182458,2018
039,Maryland,Somerset County,rbirth2018,9.6146390633,2018
041,Maryland,Talbot County,rbirth2018,9.0555225172,2018
043,Maryland,Washington County,rbirth2018,10.915827286,2018
045,Maryland,Wicomico County,rbirth2018,12.132828691,2018
047,Maryland,Worcester County,rbirth2018,7.833655706,2018
510,Maryland,Baltimore city,rbirth2018,13.139921606,2018
000,Maryland,Maryland,rdeath2011,7.5121050002,2011
001,Maryland,Allegany County,rdeath2011,12.144882564,2011
003,Maryland,Anne Arundel County,rdeath2011,6.9149951892,2011
005,Maryland,Baltimore County,rdeath2011,9.3728560163,2011
009,Maryland,Calvert County,rdeath2011,7.2796204278,2011
011,Maryland,Caroline County,rdeath2011,8.7654115042,2011
013,Maryland,Carroll County,rdeath2011,8.3594878991,2011
015,Maryland,Cecil County,rdeath2011,8.2672349157,2011
017,Maryland,Charles County,rdeath2011,6.3980994675,2011
019,Maryland,Dorchester County,rdeath2011,10.002753051,2011
021,Maryland,Frederick County,rdeath2011,6.4012963792,2011
023,Maryland,Garrett County,rdeath2011,9.9852377714,2011
025,Maryland,Harford County,rdeath2011,7.4806022698,2011
027,Maryland,Howard County,rdeath2011,4.8676845177,2011
029,Maryland,Kent County,rdeath2011,11.616698386,2011
031,Maryland,Montgomery County,rdeath2011,5.7598113936,2011
033,Maryland,Prince George's County,rdeath2011,5.9318418835,2011
035,Maryland,Queen Anne's County,rdeath2011,7.2030061101,2011
037,Maryland,St. Mary's County,rdeath2011,6.0566285393,2011
039,Maryland,Somerset County,rdeath2011,10.812451391,2011
041,Maryland,Talbot County,rdeath2011,11.105981666,2011
043,Maryland,Washington County,rdeath2011,9.4839797639,2011
045,Maryland,Wicomico County,rdeath2011,8.7628503382,2011
047,Maryland,Worcester County,rdeath2011,11.708510514,2011
510,Maryland,Baltimore city,rdeath2011,10.105948945,2011
000,Maryland,Maryland,rdeath2012,7.4127181476,2012
001,Maryland,Allegany County,rdeath2012,12.269525515,2012
003,Maryland,Anne Arundel County,rdeath2012,7.0845756606,2012
005,Maryland,Baltimore County,rdeath2012,9.2113170062,2012
009,Maryland,Calvert County,rdeath2012,6.8590706741,2012
011,Maryland,Caroline County,rdeath2012,9.8293598706,2012
013,Maryland,Carroll County,rdeath2012,8.0646368369,2012
015,Maryland,Cecil County,rdeath2012,7.9384597224,2012
017,Maryland,Charles County,rdeath2012,5.9364598689,2012
019,Maryland,Dorchester County,rdeath2012,11.570273298,2012
021,Maryland,Frederick County,rdeath2012,6.5966878169,2012
023,Maryland,Garrett County,rdeath2012,10.180995475,2012
025,Maryland,Harford County,rdeath2012,7.4506319913,2012
027,Maryland,Howard County,rdeath2012,4.9562072363,2012
029,Maryland,Kent County,rdeath2012,11.388218912,2012
031,Maryland,Montgomery County,rdeath2012,5.6675602009,2012
033,Maryland,Prince George's County,rdeath2012,5.6734389071,2012
035,Maryland,Queen Anne's County,rdeath2012,8.7014933085,2012
037,Maryland,St. Mary's County,rdeath2012,6.4336323678,2012
039,Maryland,Somerset County,rdeath2012,8.9123491499,2012
041,Maryland,Talbot County,rdeath2012,10.931984616,2012
043,Maryland,Washington County,rdeath2012,9.5298218279,2012
045,Maryland,Wicomico County,rdeath2012,8.8830399737,2012
047,Maryland,Worcester County,rdeath2012,11.447308427,2012
510,Maryland,Baltimore city,rdeath2012,9.7714761363,2012
000,Maryland,Maryland,rdeath2013,7.7447917055,2013
001,Maryland,Allegany County,rdeath2013,12.176106087,2013
003,Maryland,Anne Arundel County,rdeath2013,7.1969316726,2013
005,Maryland,Baltimore County,rdeath2013,9.5643315302,2013
009,Maryland,Calvert County,rdeath2013,7.1272751495,2013
011,Maryland,Caroline County,rdeath2013,9.9880511045,2013
013,Maryland,Carroll County,rdeath2013,8.8741020432,2013
015,Maryland,Cecil County,rdeath2013,8.9175227358,2013
017,Maryland,Charles County,rdeath2013,6.5279962019,2013
019,Maryland,Dorchester County,rdeath2013,11.625046131,2013
021,Maryland,Frederick County,rdeath2013,7.1175117412,2013
023,Maryland,Garrett County,rdeath2013,9.7784007476,2013
025,Maryland,Harford County,rdeath2013,8.1174313697,2013
027,Maryland,Howard County,rdeath2013,4.9900795626,2013
029,Maryland,Kent County,rdeath2013,12.216580363,2013
031,Maryland,Montgomery County,rdeath2013,5.8617667598,2013
033,Maryland,Prince George's County,rdeath2013,5.9594116661,2013
035,Maryland,Queen Anne's County,rdeath2013,8.4509945378,2013
037,Maryland,St. Mary's County,rdeath2013,6.9163842171,2013
039,Maryland,Somerset County,rdeath2013,9.4626303035,2013
041,Maryland,Talbot County,rdeath2013,12.045175999,2013
043,Maryland,Washington County,rdeath2013,10.200315404,2013
045,Maryland,Wicomico County,rdeath2013,9.1159151167,2013
047,Maryland,Worcester County,rdeath2013,11.597013478,2013
510,Maryland,Baltimore city,rdeath2013,10.29169711,2013
000,Maryland,Maryland,rdeath2014,7.5299601435,2014
001,Maryland,Allegany County,rdeath2014,12.41702087,2014
003,Maryland,Anne Arundel County,rdeath2014,7.2153087221,2014
005,Maryland,Baltimore County,rdeath2014,9.2858131521,2014
009,Maryland,Calvert County,rdeath2014,6.9951321395,2014
011,Maryland,Caroline County,rdeath2014,10.677794483,2014
013,Maryland,Carroll County,rdeath2014,8.9502445324,2014
015,Maryland,Cecil County,rdeath2014,8.4569703859,2014
017,Maryland,Charles County,rdeath2014,6.0907687397,2014
019,Maryland,Dorchester County,rdeath2014,11.405908937,2014
021,Maryland,Frederick County,rdeath2014,6.5502724121,2014
023,Maryland,Garrett County,rdeath2014,10.433965746,2014
025,Maryland,Harford County,rdeath2014,7.727478915,2014
027,Maryland,Howard County,rdeath2014,5.050926904,2014
029,Maryland,Kent County,rdeath2014,13.187479474,2014
031,Maryland,Montgomery County,rdeath2014,5.487634944,2014
033,Maryland,Prince George's County,rdeath2014,5.8423776364,2014
035,Maryland,Queen Anne's County,rdeath2014,8.2203041513,2014
037,Maryland,St. Mary's County,rdeath2014,6.8810060505,2014
039,Maryland,Somerset County,rdeath2014,9.3525040262,2014
041,Maryland,Talbot County,rdeath2014,11.640394023,2014
043,Maryland,Washington County,rdeath2014,10.179363471,2014
045,Maryland,Wicomico County,rdeath2014,9.3364586733,2014
047,Maryland,Worcester County,rdeath2014,11.326390101,2014
510,Maryland,Baltimore city,rdeath2014,9.911195814,2014
000,Maryland,Maryland,rdeath2015,7.896268879,2015
001,Maryland,Allegany County,rdeath2015,13.253682915,2015
003,Maryland,Anne Arundel County,rdeath2015,7.4662146221,2015
005,Maryland,Baltimore County,rdeath2015,9.8373532582,2015
009,Maryland,Calvert County,rdeath2015,7.314391784,2015
011,Maryland,Caroline County,rdeath2015,10.564137211,2015
013,Maryland,Carroll County,rdeath2015,9.2330692181,2015
015,Maryland,Cecil County,rdeath2015,8.8945796822,2015
017,Maryland,Charles County,rdeath2015,6.1922500121,2015
019,Maryland,Dorchester County,rdeath2015,11.926223825,2015
021,Maryland,Frederick County,rdeath2015,7.4304394194,2015
023,Maryland,Garrett County,rdeath2015,9.6134317243,2015
025,Maryland,Harford County,rdeath2015,8.0413854754,2015
027,Maryland,Howard County,rdeath2015,5.2486308447,2015
029,Maryland,Kent County,rdeath2015,12.815317597,2015
031,Maryland,Montgomery County,rdeath2015,5.9351013371,2015
033,Maryland,Prince George's County,rdeath2015,6.2184203528,2015
035,Maryland,Queen Anne's County,rdeath2015,8.5290026998,2015
037,Maryland,St. Mary's County,rdeath2015,7.071360988,2015
039,Maryland,Somerset County,rdeath2015,10.729404421,2015
041,Maryland,Talbot County,rdeath2015,12.195935578,2015
043,Maryland,Washington County,rdeath2015,10.336177291,2015
045,Maryland,Wicomico County,rdeath2015,9.0565443377,2015
047,Maryland,Worcester County,rdeath2015,12.796489218,2015
510,Maryland,Baltimore city,rdeath2015,10.138800223,2015
000,Maryland,Maryland,rdeath2016,7.8788072361,2016
001,Maryland,Allegany County,rdeath2016,12.690548517,2016
003,Maryland,Anne Arundel County,rdeath2016,7.3410911033,2016
005,Maryland,Baltimore County,rdeath2016,9.933053034,2016
009,Maryland,Calvert County,rdeath2016,7.2618680301,2016
011,Maryland,Caroline County,rdeath2016,10.240420621,2016
013,Maryland,Carroll County,rdeath2016,9.0114078679,2016
015,Maryland,Cecil County,rdeath2016,9.3762958265,2016
017,Maryland,Charles County,rdeath2016,6.5233781004,2016
019,Maryland,Dorchester County,rdeath2016,12.773525091,2016
021,Maryland,Frederick County,rdeath2016,7.259240603,2016
023,Maryland,Garrett County,rdeath2016,12.039587797,2016
025,Maryland,Harford County,rdeath2016,8.3328332833,2016
027,Maryland,Howard County,rdeath2016,5.1924193229,2016
029,Maryland,Kent County,rdeath2016,13.917460317,2016
031,Maryland,Montgomery County,rdeath2016,5.4400674175,2016
033,Maryland,Prince George's County,rdeath2016,6.4201103174,2016
035,Maryland,Queen Anne's County,rdeath2016,8.4637740274,2016
037,Maryland,St. Mary's County,rdeath2016,7.0602818723,2016
039,Maryland,Somerset County,rdeath2016,9.5495040857,2016
041,Maryland,Talbot County,rdeath2016,11.296403129,2016
043,Maryland,Washington County,rdeath2016,9.8199015332,2016
045,Maryland,Wicomico County,rdeath2016,9.806998274,2016
047,Maryland,Worcester County,rdeath2016,12.484321675,2016
510,Maryland,Baltimore city,rdeath2016,10.473352563,2016
000,Maryland,Maryland,rdeath2017,8.4051126294,2017
001,Maryland,Allegany County,rdeath2017,12.520827379,2017
003,Maryland,Anne Arundel County,rdeath2017,7.9139298683,2017
005,Maryland,Baltimore County,rdeath2017,10.347455587,2017
009,Maryland,Calvert County,rdeath2017,8.3117224893,2017
011,Maryland,Caroline County,rdeath2017,10.069149581,2017
013,Maryland,Carroll County,rdeath2017,9.4822692917,2017
015,Maryland,Cecil County,rdeath2017,9.2132202398,2017
017,Maryland,Charles County,rdeath2017,7.3614131893,2017
019,Maryland,Dorchester County,rdeath2017,12.234884949,2017
